Folder	File	Sheet	Row	Column	Value	Annotation	header1
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	27	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	28	pass number	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	29	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	30	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	31	volume of incubation medium/well	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	32	seeding  (cells number/well)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	33	exposure concentration  (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	34	calculated exposure concentration (µg/cm²)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	35	exposure time (h)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	36	positive control	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	37	"positive control tested concentrations  (µm) (ex: 0, 37.5, 75, 100, 125 and 150)"	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	38	number of samples/experiments	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	0	39	results	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	39	corresponding dose/surface	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	40	nm ic50	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	41	values  (%/control)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	42	sd	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	0	43	sop	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Alamar blue	1	43	references to sops	sop	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	27	instrument model (e.g. ampha z30)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	28	pre-exposure time  (h)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	29	exposurre duration  (h)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	30	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	31	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	32	percentage of fbs	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	33	"well plate size (e.g.: 6-, 18-, 24-well plate, …)"	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	34	number of cells/well	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	35	number of cells/cm^2	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	36	volume of incubation medium during exposure/well	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	37	control concentration (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	38	concentration 1 (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	39	concentration 2 (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	40	concentration 3 (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	41	concentration 4 (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	42	concentration 5 (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	43	control concentration (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	44	tested concentration 1 (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	45	tested concentration 2 (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	46	tested concentration 3 (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	47	tested concentration 4 (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	48	tested concentration 5 (µg/cm2)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	0	49	results	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	49	total number of analysed cells ctr  (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	50	normalized post-exposure cell viability ctr  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	51	normalized post-exposure apoptosis ctr  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	52	normalized post-exposure necrosis ctr  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	53	total number of analysed cells 1  (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	54	normalized post-exposure cell viability 1 (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	55	normalized post-exposure apoptosis 1  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	56	normalized post-exposure necrosis 1  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	57	total number of analysed cells 2 (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	58	normalized post-exposure cell viability 2  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	59	normalized post-exposure apoptosis 2  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	60	normalized post-exposure necrosis 2  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	61	total number of analysed cells 3  (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	62	normalized post-exposure cell viability 3  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	63	normalized post-exposure apoptosis 3  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	64	normalized post-exposure necrosis 3  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	65	total number of analysed cells 4  (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	66	normalized post-exposure cell viability 4  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	67	normalized post-exposure apoptosis 4  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	68	normalized post-exposure necrosis 4  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	69	total number of analysed cells 5  (ex: 20000)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	70	normalized post-exposure cell viability 5  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	71	normalized post-exposure apoptosis 5  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	Impedence_flow cytom	1	72	normalized post-exposure necrosis 5  (%)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	17	size distribution	header1	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	25	pdi	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	2	26	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	27	cell type	method and instrument information	cell
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	28	pass number	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	29	culture medium composition	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	30	plate (e.g. 24 wells)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	31	volume information medium/well	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	32	seeding  (cells number/well)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	33	exposure concentration  (µg/ml)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	34	calculated exposure concentration (µg/cm²)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	35	exposure time (h)	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	36	positive control	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	37	"positive control tested concentrations  (µm) (ex: 0, 37.5, 75, 100, 125 and 150)"	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	38	number of samples/experiments	method and instrument information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	0	39	results	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	39	corresponding dose/surface	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	40	mean absorbance	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	41	test item result (ic50)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	42	reference item result (ic50)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	43	values (%/control)	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	44	sd	results	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	0	45	sop	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	LDH	1	45	references to sops	sop	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	0	0	sample information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	0	replicate number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	1	"nm id code (e.g. nm-300, jrcnm01001a, …)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	2	nm chemistry (core)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	3	cas number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	4	vial number	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	5	nm supplier	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	6	"material state  (liquid or fluid, fluid dispersion, powder)"	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	7	use of dispersant: yes/no  (e.g. for ag nps nm-300k or nm-302)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	8	dispersant reference (indicate here the reference number of the vial used)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	9	sample name (internal reference)	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	10	reporting organisation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	11	operator	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	12	date of preparation	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	13	date of analysis	sample information	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	14	"module (e.g. phys-chem, in vitro tox, in vivo tox, eco tox, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	15	"endpoint (oecd list, and others)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	16	"assay name (conventional name of the assay, e.g. comet, …)"	endpoint_assay	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	0	17	method and instrument information	header0	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	17	"dispersion protocol  (ex: nanogenotox, enpra, prospect, other)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	18	"size distribution (ex: monomodal, bimodal or multimodal?)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	1	19	size distribution	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	19	"size distribution analyse technique  (ex: dls, cls, etc…)"	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	20	"dispersion medium  (ex: water + 0.05% bsa stock solution, culture medium, etc…)"	size distribution	medium
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	21	concentration  (mg/ml)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	22	incubation time (h)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	23	mean hydrodynamic diameter (nm) in weight (w) or numer (n)*	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	24	associated uncertainty (sd)	size distribution	
JRCTEMPLATES	INVITRO_VIABILITY.xlsx	MTS	2	25	pdi	size distribution	
